dyad,statelno,statelab,dependl,conttype,statehno,statehab,dependh,begin,end,version
200210,200,"UKG",52,5,210,"NTH",115,1945,1957,3.1
200210,200,"UKG",750,4,210,"NTH",850,1945,1946,3.1
2210,2,"USA",6,4,210,"NTH",68,1945,2016,3.1
200211,200,"UKG",550,1,211,"BEL",490,1953,1959,3.1
200211,200,"UKG",552,1,211,"BEL",490,1889,1898,3.1
200211,200,"UKG",510,3,211,"BEL",490,1945,1959,3.1
200211,200,"UKG",500,1,211,"BEL",490,1894,1940,3.1
200211,200,"UKG",500,1,211,"BEL",490,1945,1959,3.1
200211,200,"UKG",625,1,211,"BEL",490,1898,1940,3.1
200211,200,"UKG",551,1,211,"BEL",490,1899,1940,3.1
200211,200,"UKG",500,1,211,"BEL",515,1922,1940,3.1
200211,200,"UKG",510,1,211,"BEL",515,1922,1940,3.1
200211,200,"UKG",510,3,211,"BEL",490,1922,1940,3.1
200211,200,"UKG",510,1,211,"BEL",515,1945,1960,3.1
200211,200,"UKG",500,1,211,"BEL",515,1945,1961,3.1
200211,200,"UKG",551,1,211,"BEL",490,1945,1952,3.1
200211,200,"UKG",625,1,211,"BEL",490,1945,1955,3.1
53220,53,"BAR",0,5,220,"FRN",65,1966,2016,3.1
200220,200,"UKG",955,5,220,"FRN",9321,1944,1969,3.1
200220,200,"UKG",452,1,220,"FRN",432,1904,1918,3.1
200220,200,"UKG",59,4,220,"FRN",65,1956,1958,3.1
200220,200,"UKG",475,4,220,"FRN",483,1944,1959,3.1
210220,210,"NTH",1067,4,220,"FRN",65,1816,1827,3.1
200220,200,"UKG",1061,4,220,"FRN",65,1956,2016,3.1
200220,200,"UKG",591,4,220,"FRN",585,1960,1975,3.1
200220,200,"UKG",625,1,220,"FRN",482,1944,1955,3.1
200220,200,"UKG",1062,2,220,"FRN",65,1969,2016,3.1
200220,200,"UKG",452,1,220,"FRN",432,1944,1946,3.1
200220,200,"UKG",352,4,220,"FRN",652,1920,1942,3.1
200220,200,"UKG",56,4,220,"FRN",66,1816,1837,3.1
200220,200,"UKG",947,5,220,"FRN",9321,1975,1978,3.1
200220,200,"UKG",475,5,220,"FRN",481,1944,1959,3.1
200220,200,"UKG",52,5,220,"FRN",65,1944,1957,3.1
200220,200,"UKG",52,5,220,"FRN",65,1816,1942,3.1
210220,210,"NTH",850,5,220,"FRN",810,1887,1940,3.1
200220,200,"UKG",8225,5,220,"FRN",810,1909,1940,3.1
200220,200,"UKG",475,1,220,"FRN",471,1922,1942,3.1
200220,200,"UKG",651,5,220,"FRN",652,1920,1921,3.1
200220,200,"UKG",60,2,220,"FRN",65,1962,1968,3.1
200220,200,"UKG",475,5,220,"FRN",461,1944,1959,3.1
200220,200,"UKG",58,4,220,"FRN",65,1816,1870,3.1
200220,200,"UKG",905,5,220,"FRN",930,1859,1900,3.1
200220,200,"UKG",521,1,220,"FRN",522,1884,1939,3.1
210220,210,"NTH",850,5,220,"FRN",810,1946,1948,3.1
211220,211,"BEL",490,1,220,"FRN",482,1906,1940,3.1
56220,56,"SLU",0,4,220,"FRN",65,1979,2016,3.1
200220,200,"UKG",475,5,220,"FRN",461,1922,1942,3.1
200220,200,"UKG",231,4,220,"FRN",615,1831,1942,3.1
52220,52,"TRI",0,5,220,"FRN",66,1962,2016,3.1
200220,200,"UKG",352,4,220,"FRN",660,1944,1945,3.1
200220,200,"UKG",452,1,220,"FRN",439,1919,1931,3.1
200220,200,"UKG",1049,5,220,"FRN",65,1816,1897,3.1
200220,200,"UKG",462,1,220,"FRN",439,1922,1931,3.1
200220,200,"UKG",820,5,220,"FRN",810,1946,1948,3.1
200220,200,"UKG",1023,5,220,"FRN",1029,1816,1866,3.1
200220,200,"UKG",59,4,220,"FRN",65,1816,1870,3.1
200220,200,"UKG",820,5,220,"FRN",815,1949,1953,3.1
200220,200,"UKG",472,1,220,"FRN",471,1922,1942,3.1
200220,200,"UKG",53,5,220,"FRN",65,1816,1942,3.1
200220,200,"UKG",452,1,220,"FRN",437,1889,1942,3.1
200220,200,"UKG",1063,2,220,"FRN",65,1944,1955,3.1
200220,200,"UKG",4784,1,220,"FRN",434,1899,1913,3.1
200220,200,"UKG",780,4,220,"FRN",751,1944,1947,3.1
200220,200,"UKG",955,5,220,"FRN",9321,1900,1942,3.1
60220,60,"SKN",0,5,220,"FRN",66,1983,2016,3.1
200220,200,"UKG",53,4,220,"FRN",66,1962,1965,3.1
200220,200,"UKG",775,1,220,"FRN",810,1937,1940,3.1
200220,200,"UKG",945,5,220,"FRN",9321,1944,1974,3.1
52220,52,"TRI",0,5,220,"FRN",65,1962,2016,3.1
200220,200,"UKG",55,5,220,"FRN",65,1962,1973,3.1
200220,200,"UKG",1062,2,220,"FRN",65,1816,1882,3.1
200220,200,"UKG",472,5,220,"FRN",481,1944,1959,3.1
200220,200,"UKG",475,1,220,"FRN",436,1944,1959,3.1
200220,200,"UKG",20,5,220,"FRN",1029,1841,1919,3.1
200220,200,"UKG",591,5,220,"FRN",5812,1974,1975,3.1
200220,200,"UKG",591,5,220,"FRN",5813,1903,1913,3.1
200220,200,"UKG",60,4,220,"FRN",65,1969,1982,3.1
200220,200,"UKG",625,1,220,"FRN",482,1906,1942,3.1
200220,200,"UKG",462,1,220,"FRN",461,1944,1955,3.1
200220,200,"UKG",591,5,220,"FRN",5814,1903,1913,3.1
200220,200,"UKG",56,4,220,"FRN",66,1962,1978,3.1
200220,200,"UKG",590,5,220,"FRN",580,1882,1902,3.1
200220,200,"UKG",59,4,220,"FRN",66,1816,1870,3.1
2220,2,"USA",5,4,220,"FRN",65,1944,2016,3.1
200220,200,"UKG",462,1,220,"FRN",432,1932,1942,3.1
200220,200,"UKG",21,2,220,"FRN",1029,1816,1919,3.1
200220,200,"UKG",663,1,220,"FRN",652,1923,1942,3.1
200220,200,"UKG",665,1,220,"FRN",652,1920,1942,3.1
200220,200,"UKG",56,4,220,"FRN",65,1962,1978,3.1
200220,200,"UKG",1061,5,220,"FRN",65,1816,1870,3.1
200220,200,"UKG",338,5,220,"FRN",616,1881,1942,3.1
200220,200,"UKG",750,1,220,"FRN",751,1944,1946,3.1
20220,20,"CAN",0,5,220,"FRN",1029,1920,1942,3.1
200220,200,"UKG",420,1,220,"FRN",433,1817,1942,3.1
200220,200,"UKG",821,5,220,"FRN",810,1896,1940,3.1
200220,200,"UKG",475,1,220,"FRN",436,1914,1942,3.1
210220,210,"NTH",68,5,220,"FRN",66,1945,2016,3.1
200220,200,"UKG",8203,5,220,"FRN",810,1888,1895,3.1
200220,200,"UKG",1049,5,220,"FRN",66,1816,1897,3.1
200220,200,"UKG",925,5,220,"FRN",9601,1888,1902,3.1
200220,200,"UKG",1021,5,220,"FRN",1029,1816,1819,3.1
101220,101,"VEN",0,5,220,"FRN",66,1841,1942,3.1
200220,200,"UKG",511,5,220,"FRN",5811,1895,1913,3.1
210220,210,"NTH",68,5,220,"FRN",66,1845,1940,3.1
200220,200,"UKG",4782,5,220,"FRN",481,1885,1898,3.1
200220,200,"UKG",950,5,220,"FRN",9321,1874,1942,3.1
200220,200,"UKG",1055,4,220,"FRN",65,1944,1959,3.1
200220,200,"UKG",21,2,220,"FRN",1029,1944,1948,3.1
2220,2,"USA",6,4,220,"FRN",65,1898,1942,3.1
55220,55,"GRN",0,4,220,"FRN",66,1974,2016,3.1
200220,200,"UKG",60,5,220,"FRN",66,1962,1982,3.1
200220,200,"UKG",1063,4,220,"FRN",66,1871,1942,3.1
200220,200,"UKG",510,5,220,"FRN",581,1947,1960,3.1
200220,200,"UKG",59,4,220,"FRN",66,1956,1958,3.1
200220,200,"UKG",60,2,220,"FRN",65,1956,1957,3.1
200220,200,"UKG",472,5,220,"FRN",481,1922,1942,3.1
200220,200,"UKG",59,4,220,"FRN",65,1962,2016,3.1
200220,200,"UKG",475,1,220,"FRN",471,1944,1959,3.1
200220,200,"UKG",4781,1,220,"FRN",434,1894,1905,3.1
57220,57,"SVG",0,4,220,"FRN",66,1979,2016,3.1
210220,210,"NTH",1073,1,220,"FRN",65,1816,1827,3.1
200220,200,"UKG",58,4,220,"FRN",65,1956,1957,3.1
200220,200,"UKG",1055,4,220,"FRN",66,1833,1942,3.1
200220,200,"UKG",510,5,220,"FRN",580,1922,1942,3.1
200220,200,"UKG",413,5,220,"FRN",481,1839,1842,3.1
200220,200,"UKG",475,1,220,"FRN",434,1914,1942,3.1
200220,200,"UKG",9620,5,220,"FRN",960,1944,2016,3.1
200220,200,"UKG",820,5,220,"FRN",811,1949,1952,3.1
200220,200,"UKG",50,4,220,"FRN",65,1958,1961,3.1
200220,200,"UKG",54,4,220,"FRN",66,1816,1870,3.1
200220,200,"UKG",9620,5,220,"FRN",9604,1881,1902,3.1
200220,200,"UKG",663,1,220,"FRN",652,1944,1945,3.1
200220,200,"UKG",21,2,220,"FRN",1029,1933,1942,3.1
140220,140,"BRA",0,1,220,"FRN",120,1826,1942,3.1
200220,200,"UKG",420,1,220,"FRN",433,1944,1958,3.1
2220,2,"USA",5,5,220,"FRN",66,1917,1942,3.1
200220,200,"UKG",1025,5,220,"FRN",1029,1816,1840,3.1
200220,200,"UKG",352,4,220,"FRN",660,1923,1942,3.1
200220,200,"UKG",665,1,220,"FRN",652,1944,1945,3.1
200220,200,"UKG",925,5,220,"FRN",9605,1888,1902,3.1
210220,210,"NTH",115,1,220,"FRN",120,1945,1974,3.1
200220,200,"UKG",900,5,220,"FRN",930,1901,1919,3.1
200220,200,"UKG",231,4,220,"FRN",615,1944,1961,3.1
200220,200,"UKG",625,1,220,"FRN",483,1920,1942,3.1
200220,200,"UKG",53,5,220,"FRN",65,1962,1965,3.1
200220,200,"UKG",590,5,220,"FRN",5813,1886,1902,3.1
200220,200,"UKG",462,1,220,"FRN",461,1922,1942,3.1
200220,200,"UKG",1022,5,220,"FRN",1029,1816,1866,3.1
200220,200,"UKG",590,5,220,"FRN",5802,1885,1895,3.1
56220,56,"SLU",0,4,220,"FRN",66,1979,2016,3.1
210220,210,"NTH",1068,4,220,"FRN",65,1816,1827,3.1
200220,200,"UKG",591,5,220,"FRN",580,1903,1942,3.1
200220,200,"UKG",9620,5,220,"FRN",960,1903,1942,3.1
200220,200,"UKG",645,1,220,"FRN",652,1920,1931,3.1
200220,200,"UKG",775,1,220,"FRN",810,1946,1947,3.1
211220,211,"BEL",490,1,220,"FRN",482,1945,1959,3.1
200220,200,"UKG",472,1,220,"FRN",471,1944,1959,3.1
20220,20,"CAN",0,5,220,"FRN",1029,1944,2016,3.1
200220,200,"UKG",591,5,220,"FRN",581,1947,1974,3.1
200220,200,"UKG",475,4,220,"FRN",483,1920,1942,3.1
200220,200,"UKG",53,5,220,"FRN",65,1944,1957,3.1
200220,200,"UKG",665,1,220,"FRN",660,1923,1942,3.1
57220,57,"SVG",0,5,220,"FRN",65,1979,2016,3.1
2220,2,"USA",6,5,220,"FRN",66,1898,1942,3.1
101220,101,"VEN",0,5,220,"FRN",65,1944,2016,3.1
211220,211,"BEL",490,1,220,"FRN",484,1885,1940,3.1
55220,55,"GRN",0,5,220,"FRN",65,1974,2016,3.1
200220,200,"UKG",475,1,220,"FRN",434,1944,1959,3.1
200220,200,"UKG",58,4,220,"FRN",65,1962,1980,3.1
200220,200,"UKG",1061,5,220,"FRN",66,1956,2016,3.1
200220,200,"UKG",57,5,220,"FRN",65,1962,1979,3.1
200220,200,"UKG",625,1,220,"FRN",483,1944,1955,3.1
200220,200,"UKG",4783,5,220,"FRN",481,1899,1913,3.1
200220,200,"UKG",511,5,220,"FRN",581,1947,1962,3.1
200220,200,"UKG",352,4,220,"FRN",652,1944,1945,3.1
200220,200,"UKG",1024,5,220,"FRN",1029,1816,1872,3.1
200220,200,"UKG",9620,5,220,"FRN",9603,1844,1902,3.1
200220,200,"UKG",452,1,220,"FRN",439,1947,1956,3.1
211220,211,"BEL",490,1,220,"FRN",484,1945,1959,3.1
101220,101,"VEN",0,5,220,"FRN",65,1841,1942,3.1
200220,200,"UKG",681,2,220,"FRN",522,1884,1942,3.1
200220,200,"UKG",1061,5,220,"FRN",66,1816,1870,3.1
54220,54,"DMA",0,4,220,"FRN",65,1978,2016,3.1
200220,200,"UKG",681,2,220,"FRN",522,1944,1966,3.1
200220,200,"UKG",511,5,220,"FRN",580,1944,1946,3.1
200220,200,"UKG",452,1,220,"FRN",432,1932,1942,3.1
200220,200,"UKG",54,4,220,"FRN",65,1816,1870,3.1
53220,53,"BAR",0,4,220,"FRN",66,1966,2016,3.1
140220,140,"BRA",0,1,220,"FRN",120,1944,2016,3.1
200220,200,"UKG",452,1,220,"FRN",437,1944,1956,3.1
210220,210,"NTH",1068,5,220,"FRN",66,1816,1827,3.1
200220,200,"UKG",750,1,220,"FRN",810,1893,1936,3.1
200220,200,"UKG",451,1,220,"FRN",438,1843,1942,3.1
200220,200,"UKG",53,4,220,"FRN",66,1816,1942,3.1
200220,200,"UKG",57,4,220,"FRN",66,1816,1832,3.1
200220,200,"UKG",338,5,220,"FRN",616,1944,1955,3.1
200220,200,"UKG",1076,5,220,"FRN",66,1816,1881,3.1
210220,210,"NTH",1067,5,220,"FRN",66,1816,1827,3.1
200220,200,"UKG",780,4,220,"FRN",751,1833,1942,3.1
200220,200,"UKG",925,5,220,"FRN",960,1903,1919,3.1
101220,101,"VEN",0,5,220,"FRN",66,1944,2016,3.1
200220,200,"UKG",451,1,220,"FRN",438,1944,1957,3.1
200220,200,"UKG",521,1,220,"FRN",522,1944,1959,3.1
2220,2,"USA",6,4,220,"FRN",65,1944,2016,3.1
200220,200,"UKG",420,1,220,"FRN",431,1959,1959,3.1
200220,200,"UKG",510,5,220,"FRN",580,1944,1946,3.1
200220,200,"UKG",452,1,220,"FRN",461,1956,1956,3.1
2220,2,"USA",5,4,220,"FRN",65,1917,1942,3.1
2220,2,"USA",6,5,220,"FRN",66,1944,2016,3.1
2220,2,"USA",5,5,220,"FRN",66,1944,2016,3.1
200220,200,"UKG",1063,4,220,"FRN",66,1944,1955,3.1
54220,54,"DMA",0,4,220,"FRN",66,1978,2016,3.1
200220,200,"UKG",1063,2,220,"FRN",65,1871,1942,3.1
200220,200,"UKG",50,4,220,"FRN",66,1958,1961,3.1
200220,200,"UKG",590,5,220,"FRN",5814,1886,1902,3.1
210220,210,"NTH",115,1,220,"FRN",120,1817,1940,3.1
200220,200,"UKG",665,1,220,"FRN",660,1944,1945,3.1
200220,200,"UKG",511,5,220,"FRN",580,1914,1942,3.1
210220,210,"NTH",68,1,220,"FRN",65,1845,1940,3.1
200220,200,"UKG",462,1,220,"FRN",439,1947,1955,3.1
200220,200,"UKG",54,4,220,"FRN",65,1962,1977,3.1
200220,200,"UKG",462,1,220,"FRN",432,1944,1946,3.1
200220,200,"UKG",53,4,220,"FRN",66,1944,1957,3.1
200220,200,"UKG",945,5,220,"FRN",9321,1892,1942,3.1
200220,200,"UKG",1055,4,220,"FRN",65,1833,1942,3.1
200220,200,"UKG",591,5,220,"FRN",5812,1903,1913,3.1
200220,200,"UKG",52,5,220,"FRN",66,1944,1957,3.1
200220,200,"UKG",52,5,220,"FRN",66,1816,1942,3.1
200220,200,"UKG",56,4,220,"FRN",65,1816,1837,3.1
200220,200,"UKG",55,5,220,"FRN",65,1816,1832,3.1
200220,200,"UKG",521,1,220,"FRN",522,1941,1942,3.1
200220,200,"UKG",1075,4,220,"FRN",65,1816,1881,3.1
200220,200,"UKG",591,5,220,"FRN",580,1944,1959,3.1
58220,58,"AAB",0,4,220,"FRN",65,1981,2016,3.1
200220,200,"UKG",1076,4,220,"FRN",65,1816,1881,3.1
200220,200,"UKG",8223,5,220,"FRN",810,1909,1940,3.1
200220,200,"UKG",591,5,220,"FRN",5811,1903,1913,3.1
200220,200,"UKG",4784,1,220,"FRN",436,1904,1913,3.1
200220,200,"UKG",4783,1,220,"FRN",434,1899,1913,3.1
200220,200,"UKG",590,4,220,"FRN",585,1944,1967,3.1
200220,200,"UKG",590,5,220,"FRN",5811,1886,1902,3.1
200220,200,"UKG",590,5,220,"FRN",5812,1843,1902,3.1
200220,200,"UKG",1055,4,220,"FRN",66,1944,1959,3.1
200220,200,"UKG",60,5,220,"FRN",66,1956,1957,3.1
210220,210,"NTH",850,5,220,"FRN",8151,1867,1886,3.1
60220,60,"SKN",0,4,220,"FRN",65,1983,2016,3.1
200220,200,"UKG",1075,5,220,"FRN",66,1816,1881,3.1
200220,200,"UKG",54,4,220,"FRN",66,1962,1977,3.1
210220,210,"NTH",1074,1,220,"FRN",65,1828,1844,3.1
200220,200,"UKG",950,5,220,"FRN",9321,1944,1969,3.1
200220,200,"UKG",475,5,220,"FRN",481,1914,1942,3.1
200220,200,"UKG",9201,5,220,"FRN",9321,1877,1915,3.1
210220,210,"NTH",68,1,220,"FRN",65,1945,2016,3.1
200220,200,"UKG",57,4,220,"FRN",66,1962,1979,3.1
115220,115,"SUR",0,1,220,"FRN",120,1975,2016,3.1
200220,200,"UKG",55,4,220,"FRN",66,1962,1973,3.1
200220,200,"UKG",59,4,220,"FRN",66,1962,2016,3.1
200220,200,"UKG",590,4,220,"FRN",585,1816,1942,3.1
200220,200,"UKG",55,4,220,"FRN",66,1816,1832,3.1
200220,200,"UKG",57,5,220,"FRN",65,1816,1832,3.1
210220,210,"NTH",1074,5,220,"FRN",66,1828,1844,3.1
200220,200,"UKG",750,1,220,"FRN",751,1816,1942,3.1
200220,200,"UKG",590,5,220,"FRN",5801,1840,1895,3.1
200230,200,"UKG",1055,5,230,"SPN",6,1871,1897,3.1
210230,210,"NTH",850,4,230,"SPN",840,1870,1897,3.1
200230,200,"UKG",80,1,230,"SPN",1070,1816,1820,3.1
200230,200,"UKG",231,4,230,"SPN",6064,1816,1912,3.1
200230,200,"UKG",1075,5,230,"SPN",42,1861,1864,3.1
200230,200,"UKG",54,5,230,"SPN",6,1821,1870,3.1
210230,210,"NTH",1074,4,230,"SPN",6,1828,1844,3.1
220230,220,"FRN",615,1,230,"SPN",602,1912,1942,3.1
210230,210,"NTH",1069,5,230,"SPN",1070,1816,1820,3.1
2230,2,"USA",985,5,230,"SPN",9810,1898,1898,3.1
220230,220,"FRN",615,4,230,"SPN",0,1944,1961,3.1
210230,210,"NTH",1073,4,230,"SPN",6,1821,1827,3.1
200230,200,"UKG",231,3,230,"SPN",6062,1816,1912,3.1
200230,200,"UKG",51,4,230,"SPN",1070,1816,1820,3.1
200230,200,"UKG",31,4,230,"SPN",1070,1816,1818,3.1
200230,200,"UKG",55,4,230,"SPN",100,1816,1818,3.1
200230,200,"UKG",59,5,230,"SPN",6,1821,1870,3.1
220230,220,"FRN",435,1,230,"SPN",609,1903,1942,3.1
200230,200,"UKG",1076,5,230,"SPN",6,1821,1881,3.1
200230,200,"UKG",1081,5,230,"SPN",100,1816,1818,3.1
200230,200,"UKG",4782,4,230,"SPN",411,1885,1898,3.1
220230,220,"FRN",66,5,230,"SPN",100,1816,1818,3.1
200230,200,"UKG",80,5,230,"SPN",40,1821,1861,3.1
100230,100,"COL",0,5,230,"SPN",42,1861,1864,3.1
200230,200,"UKG",1076,5,230,"SPN",42,1861,1864,3.1
200230,200,"UKG",1076,5,230,"SPN",1070,1816,1820,3.1
200230,200,"UKG",1061,5,230,"SPN",42,1861,1864,3.1
220230,220,"FRN",65,4,230,"SPN",6,1821,1897,3.1
200230,200,"UKG",31,4,230,"SPN",40,1821,1897,3.1
220230,220,"FRN",616,5,230,"SPN",0,1944,1955,3.1
200230,200,"UKG",472,4,230,"SPN",411,1922,1959,3.1
200230,200,"UKG",4783,4,230,"SPN",411,1899,1913,3.1
200230,200,"UKG",835,5,230,"SPN",840,1888,1897,3.1
200230,200,"UKG",110,1,230,"SPN",100,1816,1818,3.1
200230,200,"UKG",51,4,230,"SPN",40,1821,1897,3.1
200230,200,"UKG",1063,4,230,"SPN",6,1871,1897,3.1
220230,220,"FRN",481,1,230,"SPN",411,1944,1959,3.1
200230,200,"UKG",1049,4,230,"SPN",100,1816,1818,3.1
210230,210,"NTH",1066,5,230,"SPN",6,1821,1844,3.1
220230,220,"FRN",615,5,230,"SPN",6030,1860,1861,3.1
200230,200,"UKG",1061,4,230,"SPN",6,1821,1870,3.1
220230,220,"FRN",615,1,230,"SPN",609,1944,1961,3.1
200230,200,"UKG",59,5,230,"SPN",1070,1816,1820,3.1
220230,220,"FRN",65,4,230,"SPN",1070,1816,1820,3.1
2230,2,"USA",1087,5,230,"SPN",40,1863,1897,3.1
210230,210,"NTH",1069,3,230,"SPN",100,1816,1818,3.1
200230,200,"UKG",1075,5,230,"SPN",100,1816,1818,3.1
101230,101,"VEN",0,5,230,"SPN",42,1861,1864,3.1
200230,200,"UKG",1075,5,230,"SPN",1070,1816,1820,3.1
220230,220,"FRN",66,5,230,"SPN",1070,1816,1820,3.1
210230,210,"NTH",1068,4,230,"SPN",6,1821,1827,3.1
2230,2,"USA",0,1,230,"SPN",1070,1816,1820,3.1
210230,210,"NTH",1067,4,230,"SPN",6,1821,1827,3.1
220230,220,"FRN",615,4,230,"SPN",6064,1831,1912,3.1
200230,200,"UKG",231,3,230,"SPN",602,1912,1955,3.1
41230,41,"HAI",0,4,230,"SPN",40,1859,1897,3.1
2230,2,"USA",985,4,230,"SPN",9820,1898,1898,3.1
210230,210,"NTH",68,5,230,"SPN",42,1861,1864,3.1
210230,210,"NTH",1065,5,230,"SPN",1070,1816,1820,3.1
210230,210,"NTH",1069,5,230,"SPN",6,1821,1844,3.1
220230,220,"FRN",471,1,230,"SPN",411,1944,1959,3.1
200230,200,"UKG",1061,4,230,"SPN",1070,1816,1820,3.1
200230,200,"UKG",53,5,230,"SPN",100,1816,1818,3.1
220230,220,"FRN",600,1,230,"SPN",602,1912,1942,3.1
220230,220,"FRN",615,1,230,"SPN",602,1944,1957,3.1
200230,200,"UKG",1062,4,230,"SPN",6,1821,1881,3.1
210230,210,"NTH",68,4,230,"SPN",6,1845,1897,3.1
220230,220,"FRN",471,1,230,"SPN",411,1922,1942,3.1
